Gene ID	Human associated gene name	Human gene stable ID
ENSMUSG00000064686		
ENSMUSG00000088914	RNU6-231P	ENSG00000252931
ENSMUSG00000064408		
ENSMUSG00000053441	ADAMTS19	ENSG00000145808
ENSMUSG00000020656	GRHL1	ENSG00000134317
ENSMUSG00000064517		
ENSMUSG00000019971	CEP290	ENSG00000198707
ENSMUSG00000088090	RNA5SP154	ENSG00000252002
ENSMUSG00000088090	RNA5SP100	ENSG00000222835
ENSMUSG00000088090	RNA5SP59	ENSG00000222854
ENSMUSG00000088090	5S_rRNA	ENSG00000276861
ENSMUSG00000088090	5S_rRNA	ENSG00000252830
ENSMUSG00000088090	5S_rRNA	ENSG00000276442
ENSMUSG00000095165		
ENSMUSG00000098347		
ENSMUSG00000080500		
ENSMUSG00000052798	NUP107	ENSG00000111581
ENSMUSG00000044231	NHLRC1	ENSG00000187566
ENSMUSG00000077095		
ENSMUSG00000093207		
ENSMUSG00000092819	SNORA13	ENSG00000238363
ENSMUSG00000080384	RNU6ATAC12P	ENSG00000252351
ENSMUSG00000080384	RNU6ATAC24P	ENSG00000252620
ENSMUSG00000064737		
ENSMUSG00000095944		
ENSMUSG00000093082		
ENSMUSG00000095000		
ENSMUSG00000062713	SIM2	ENSG00000159263
ENSMUSG00000055170	IFNG	ENSG00000111537
ENSMUSG00000076316		
ENSMUSG00000020605	HS1BP3	ENSG00000118960
ENSMUSG00000077672		
ENSMUSG00000095732		
ENSMUSG00000093388		
ENSMUSG00000065548		
ENSMUSG00000087726		
ENSMUSG00000087993		
ENSMUSG00000098830		
ENSMUSG00000035051	DHX57	ENSG00000163214
ENSMUSG00000059409	PPP2R5D	ENSG00000112640
ENSMUSG00000075833	RNU6-30P	ENSG00000207291
ENSMUSG00000095537	RNU6-729P	ENSG00000207128
ENSMUSG00000095537	RNU6-477P	ENSG00000206614
ENSMUSG00000095537	RNU6-446P	ENSG00000199697
ENSMUSG00000095537	RNU6-163P	ENSG00000207124
ENSMUSG00000088270	U6	ENSG00000283369
ENSMUSG00000058508		
ENSMUSG00000098446		
ENSMUSG00000098612		
ENSMUSG00000065155	RNU1-21P	ENSG00000200197
ENSMUSG00000024908	PPP6R3	ENSG00000110075
ENSMUSG00000088615		
ENSMUSG00000095536		
ENSMUSG00000046934	CS	ENSG00000062485
ENSMUSG00000084512	RN7SKP223	ENSG00000222514
ENSMUSG00000088201	RNU6-475P	ENSG00000251882
ENSMUSG00000060691		
ENSMUSG00000098671		
ENSMUSG00000087921	RN7SKP236	ENSG00000274662
ENSMUSG00000087853		
ENSMUSG00000077538		
ENSMUSG00000088196		
ENSMUSG00000077614	SNORA40	ENSG00000252138
ENSMUSG00000077614	SNORA40	ENSG00000212149
ENSMUSG00000077614	SNORA40	ENSG00000212455
ENSMUSG00000077614	SNORA40	ENSG00000252083
ENSMUSG00000077614	SNORA40	ENSG00000252352
ENSMUSG00000077614	SNORA40	ENSG00000210825
ENSMUSG00000077614	SNORA40	ENSG00000212587
ENSMUSG00000077614	SNORA40	ENSG00000212363
ENSMUSG00000077614	SNORA40	ENSG00000212579
ENSMUSG00000077614	SNORA40	ENSG00000253047
ENSMUSG00000077614	SNORA40	ENSG00000273499
ENSMUSG00000077614	SNORA40	ENSG00000274458
ENSMUSG00000077614	SNORA40	ENSG00000252188
ENSMUSG00000077614	SNORA40	ENSG00000222966
ENSMUSG00000077614	SNORA40	ENSG00000212273
ENSMUSG00000077614	SNORA40	ENSG00000208308
ENSMUSG00000077614	SNORA40	ENSG00000251704
ENSMUSG00000039704	LMBRD2	ENSG00000164187
ENSMUSG00000087741		
ENSMUSG00000089589		
ENSMUSG00000088811		
ENSMUSG00000033669	ZNF7	ENSG00000147789
ENSMUSG00000087968	SCARNA5	ENSG00000252010
ENSMUSG00000087968	SCARNA6	ENSG00000252798
ENSMUSG00000063529	STMND1	ENSG00000230873
ENSMUSG00000093246		
ENSMUSG00000078042		
ENSMUSG00000033470	CYSLTR2	ENSG00000152207
ENSMUSG00000054640	SLC8A1	ENSG00000183023
ENSMUSG00000088717		
ENSMUSG00000094605		
ENSMUSG00000077954		
ENSMUSG00000065569		
ENSMUSG00000077745		
ENSMUSG00000080613		
ENSMUSG00000015605	SRF	ENSG00000112658
ENSMUSG00000098531		
ENSMUSG00000077890		
ENSMUSG00000095892	RNU5A-1	ENSG00000199568
ENSMUSG00000092698		
ENSMUSG00000098504		
ENSMUSG00000035673	SBNO2	ENSG00000064932
ENSMUSG00000084740	RNU6-1327P	ENSG00000202172
ENSMUSG00000087843		
ENSMUSG00000098299		
ENSMUSG00000065859	RNU6-77P	ENSG00000222486
ENSMUSG00000024529	LOX	ENSG00000113083
ENSMUSG00000089289		
ENSMUSG00000094292		
ENSMUSG00000077539		
ENSMUSG00000037679	INF2	ENSG00000203485
ENSMUSG00000023034	NR4A1	ENSG00000123358
ENSMUSG00000077398	SNORA17	ENSG00000212589
ENSMUSG00000077398	SNORA17	ENSG00000212461
ENSMUSG00000077398	SNORA17	ENSG00000281808
ENSMUSG00000093031		
ENSMUSG00000099024	uc_338	ENSG00000277568
ENSMUSG00000077281		
ENSMUSG00000065482		
ENSMUSG00000010592	DAZL	ENSG00000092345
ENSMUSG00000074737		
ENSMUSG00000068083	CYP2D7	ENSG00000205702
ENSMUSG00000068083	CYP2D6	ENSG00000100197
ENSMUSG00000094980		
ENSMUSG00000098960		
ENSMUSG00000098436	RNA5SP492	ENSG00000223262
ENSMUSG00000090389		
ENSMUSG00000020078	VPS26A	ENSG00000122958
ENSMUSG00000076951		
ENSMUSG00000078648		
ENSMUSG00000099212		
ENSMUSG00000065637	SNORA14B	ENSG00000207181
ENSMUSG00000065637	SNORA14A	ENSG00000201643
ENSMUSG00000065637	SNORA14	ENSG00000251922
ENSMUSG00000088510		
ENSMUSG00000032849	ABCC4	ENSG00000125257
ENSMUSG00000068706	ATP5H	ENSG00000167863
ENSMUSG00000037580	GCH1	ENSG00000131979
ENSMUSG00000098406		
ENSMUSG00000095297		
ENSMUSG00000065048		
ENSMUSG00000096486	ATP5L	ENSG00000167283
ENSMUSG00000096486	ATP5L2	ENSG00000249222
ENSMUSG00000064867	RNU6-384P	ENSG00000201770
ENSMUSG00000064867	RNU6-500P	ENSG00000199219
ENSMUSG00000064867	RNU6-1180P	ENSG00000201805
ENSMUSG00000065498		
ENSMUSG00000099096		
ENSMUSG00000095759		
ENSMUSG00000088422	7SK	ENSG00000273591
ENSMUSG00000088422	7SK	ENSG00000277313
ENSMUSG00000088422	7SK	ENSG00000275933
ENSMUSG00000088422	RN7SKP88	ENSG00000252656
ENSMUSG00000088269		
ENSMUSG00000093443	snoZ6	ENSG00000266692
ENSMUSG00000023947	NFKBIE	ENSG00000146232
ENSMUSG00000044201	CDC25C	ENSG00000158402
ENSMUSG00000096244		
ENSMUSG00000080524	RNU6ATAC31P	ENSG00000221440
ENSMUSG00000088853		
ENSMUSG00000099101		
ENSMUSG00000098871		
ENSMUSG00000014453	BLK	ENSG00000136573
ENSMUSG00000003546	KLC4	ENSG00000137171
ENSMUSG00000094374	GTF2A1	ENSG00000165417
ENSMUSG00000078963	HSBP1L1	ENSG00000226742
ENSMUSG00000055763		
ENSMUSG00000088754	RNU6-1308P	ENSG00000252626
ENSMUSG00000077302		
ENSMUSG00000000552	ZNF385A	ENSG00000161642
ENSMUSG00000096874		
ENSMUSG00000094114	TMEM267	ENSG00000151881
ENSMUSG00000048230	FBXO43	ENSG00000156509
ENSMUSG00000089285		
ENSMUSG00000078128		
ENSMUSG00000005824	TNFSF14	ENSG00000125735
ENSMUSG00000047894	ANG	ENSG00000214274
ENSMUSG00000089578	RN7SKP105	ENSG00000253001
ENSMUSG00000022951	RCAN1	ENSG00000159200
ENSMUSG00000045036	TMEM232	ENSG00000186952
ENSMUSG00000089161		
ENSMUSG00000007867	IFT43	ENSG00000119650
ENSMUSG00000095704		
ENSMUSG00000098695		
ENSMUSG00000095431	U6	ENSG00000283372
ENSMUSG00000095431	RNU6-589P	ENSG00000252294
ENSMUSG00000037085	TRMT12	ENSG00000183665
ENSMUSG00000094864		
ENSMUSG00000094190		
ENSMUSG00000093831	RNU6-1251P	ENSG00000201372
ENSMUSG00000099080		
ENSMUSG00000036461	ELF1	ENSG00000120690
ENSMUSG00000055095	SPINK6	ENSG00000178172
ENSMUSG00000098763		
ENSMUSG00000051721	WDCP	ENSG00000163026
ENSMUSG00000077383		
ENSMUSG00000095182		
ENSMUSG00000094352		
ENSMUSG00000088383		
ENSMUSG00000096624		
ENSMUSG00000091367		
ENSMUSG00000094636		
ENSMUSG00000055782	ABCD2	ENSG00000173208
ENSMUSG00000080504		
ENSMUSG00000062202	BTBD9	ENSG00000183826
ENSMUSG00000095614		
ENSMUSG00000077769		
ENSMUSG00000077279	SNORA17	ENSG00000212589
ENSMUSG00000077279	SNORA17	ENSG00000212461
ENSMUSG00000077279	SNORA17	ENSG00000281808
ENSMUSG00000096528		
ENSMUSG00000064487		
ENSMUSG00000022358	FBXO32	ENSG00000156804
ENSMUSG00000000385	TMPRSS2	ENSG00000184012
ENSMUSG00000096019	SNORD116-1	ENSG00000207063
ENSMUSG00000096019	SNORD116-8	ENSG00000207093
ENSMUSG00000096019	SNORD116-7	ENSG00000207133
ENSMUSG00000096019	SNORD116-3	ENSG00000207014
ENSMUSG00000096019	SNORD116-2	ENSG00000207001
ENSMUSG00000096019	SNORD116-9	ENSG00000206727
ENSMUSG00000096019	SNORD116-5	ENSG00000207191
ENSMUSG00000096019	SNORD116-6	ENSG00000207442
ENSMUSG00000096019	SNORD116-4	ENSG00000275529
ENSMUSG00000039639	KCNE1B	ENSG00000276289
ENSMUSG00000039639	KCNE1	ENSG00000180509
ENSMUSG00000096383		
ENSMUSG00000064831	RNU6-680P	ENSG00000207333
ENSMUSG00000075006		
ENSMUSG00000064444	RNU6-616P	ENSG00000207081
ENSMUSG00000091722	SIAH3	ENSG00000215475
ENSMUSG00000065606		
ENSMUSG00000084669		
ENSMUSG00000094403		
ENSMUSG00000044912	SYT16	ENSG00000139973
ENSMUSG00000022206	NPR3	ENSG00000113389
ENSMUSG00000065027		
ENSMUSG00000094168		
ENSMUSG00000024642	TLE4	ENSG00000106829
ENSMUSG00000088344		
ENSMUSG00000064977		
ENSMUSG00000064859	RNU1-138P	ENSG00000206820
ENSMUSG00000022855	SENP2	ENSG00000163904
ENSMUSG00000078017		
ENSMUSG00000084573	RNA5SP92	ENSG00000252246
ENSMUSG00000037095	LRG1	ENSG00000171236
ENSMUSG00000076129		
ENSMUSG00000093052		
ENSMUSG00000088176		
ENSMUSG00000016018	SKIV2L2	ENSG00000039123
ENSMUSG00000095843		
ENSMUSG00000022622	ACR	ENSG00000100312
ENSMUSG00000097112		
ENSMUSG00000065828		
ENSMUSG00000038598	C9orf84	ENSG00000165181
ENSMUSG00000025232	HEXA	ENSG00000213614
ENSMUSG00000025232	RP11-106M3.2	ENSG00000260729
ENSMUSG00000083734		
ENSMUSG00000031913	RP11-343C2.11	ENSG00000260914
ENSMUSG00000031913	VPS4A	ENSG00000132612
ENSMUSG00000076733	IGHV2OR16-5	ENSG00000259303
ENSMUSG00000076733	IGHV2-70	ENSG00000274576
ENSMUSG00000076733	IGHV2-70	ENSG00000211974
ENSMUSG00000076733	IGHV2-5	ENSG00000211937
ENSMUSG00000076733	IGHV2-26	ENSG00000211951
ENSMUSG00000040904	RNASEK	ENSG00000219200
ENSMUSG00000082457		
ENSMUSG00000105749		
ENSMUSG00000027243	HARBI1	ENSG00000180423
ENSMUSG00000086660		
ENSMUSG00000093989	RNASEK	ENSG00000219200
ENSMUSG00000074664		
ENSMUSG00000081336		
ENSMUSG00000104295		
ENSMUSG00000082085		
ENSMUSG00000102397		
ENSMUSG00000040749	SIAH1	ENSG00000196470
ENSMUSG00000049526	TMEM202	ENSG00000187806
ENSMUSG00000103914		
ENSMUSG00000063887	NLGN1	ENSG00000169760
ENSMUSG00000057157		
ENSMUSG00000035085	C17orf50	ENSG00000270806
ENSMUSG00000107037		
ENSMUSG00000020831	RNASEK-C17orf49	ENSG00000161939
ENSMUSG00000020831	C17orf49	ENSG00000258315
ENSMUSG00000029097	TRMT44	ENSG00000155275
ENSMUSG00000106820		
ENSMUSG00000013997	NIT1	ENSG00000158793
ENSMUSG00000107336		
ENSMUSG00000104501		
ENSMUSG00000102577		
ENSMUSG00000097291		
ENSMUSG00000102983		
ENSMUSG00000040219	TTC12	ENSG00000149292
ENSMUSG00000020682	MMP28	ENSG00000271447
ENSMUSG00000072999		
ENSMUSG00000020875	HOXB9	ENSG00000170689
ENSMUSG00000026117	ZAP70	ENSG00000115085
ENSMUSG00000079524		
ENSMUSG00000045608	DBX2	ENSG00000185610
ENSMUSG00000102931		
ENSMUSG00000055799	TCF7L1	ENSG00000152284
ENSMUSG00000034620	TMEM5	ENSG00000118600
ENSMUSG00000026368	F13B	ENSG00000143278
ENSMUSG00000028048	GBA	ENSG00000177628
ENSMUSG00000102240		
ENSMUSG00000100851		
ENSMUSG00000101006		
ENSMUSG00000087343		
ENSMUSG00000081921		
ENSMUSG00000034154	INO80	ENSG00000128908
ENSMUSG00000045065		
ENSMUSG00000098370		
ENSMUSG00000032363	ADAMTS7	ENSG00000136378
ENSMUSG00000099138		
ENSMUSG00000102630		
ENSMUSG00000043795		
ENSMUSG00000022659	GCSAM	ENSG00000174500
ENSMUSG00000004032	GSTM3	ENSG00000134202
ENSMUSG00000026767	FAM188A	ENSG00000148481
ENSMUSG00000110938		
ENSMUSG00000061984	OR1E1	ENSG00000180016
ENSMUSG00000061984	OR1E2	ENSG00000127780
ENSMUSG00000053091	LINS1	ENSG00000140471
ENSMUSG00000111821		
ENSMUSG00000110770		
ENSMUSG00000049299	TRAPPC1	ENSG00000170043
ENSMUSG00000079499		
ENSMUSG00000025083	AFAP1L2	ENSG00000169129
ENSMUSG00000044701	IL27	ENSG00000197272
ENSMUSG00000038368	FOCAD	ENSG00000188352
ENSMUSG00000035513	NTNG2	ENSG00000196358
ENSMUSG00000067206	LRRC66	ENSG00000188993
ENSMUSG00000106599		
ENSMUSG00000089935		
ENSMUSG00000042759	APOBR	ENSG00000184730
ENSMUSG00000100786		
ENSMUSG00000103202		
ENSMUSG00000099064		
ENSMUSG00000026142	RHBDD1	ENSG00000144468
ENSMUSG00000010051	HYAL1	ENSG00000114378
ENSMUSG00000020329	POLRMT	ENSG00000099821
ENSMUSG00000111320		
ENSMUSG00000094011		
ENSMUSG00000058589	ANKS1B	ENSG00000185046
ENSMUSG00000062151	UNC13C	ENSG00000137766
ENSMUSG00000111052		
ENSMUSG00000068262		
ENSMUSG00000107849		
ENSMUSG00000109240		
ENSMUSG00000105491		
ENSMUSG00000030720	RP11-435I10.4	ENSG00000261832
ENSMUSG00000030720	CLN3	ENSG00000283220
ENSMUSG00000030720	CLN3	ENSG00000188603
ENSMUSG00000081278		
ENSMUSG00000094371		
ENSMUSG00000094735		
ENSMUSG00000104493		
ENSMUSG00000106773		
ENSMUSG00000082580		
ENSMUSG00000103832		
ENSMUSG00000029156	SGCB	ENSG00000163069
ENSMUSG00000107934		
ENSMUSG00000108866		
ENSMUSG00000107900		
ENSMUSG00000030054	GP9	ENSG00000169704
ENSMUSG00000086968		
ENSMUSG00000079334	NAT6	ENSG00000243477
ENSMUSG00000054994		
ENSMUSG00000106891		
ENSMUSG00000020712		
ENSMUSG00000082369		
ENSMUSG00000036091	HYAL3	ENSG00000186792
ENSMUSG00000056648	HOXB8	ENSG00000120068
ENSMUSG00000098236		
ENSMUSG00000038239	HRC	ENSG00000130528
ENSMUSG00000000440	PPARG	ENSG00000132170
ENSMUSG00000050666	VSTM4	ENSG00000165633
ENSMUSG00000020713	CSH1	ENSG00000136488
ENSMUSG00000020713	CSH2	ENSG00000213218
ENSMUSG00000020713	CSHL1	ENSG00000204414
ENSMUSG00000020713	GH2	ENSG00000136487
ENSMUSG00000020713	GH1	ENSG00000259384
ENSMUSG00000105456		
ENSMUSG00000096914	GALNTL6	ENSG00000174473
ENSMUSG00000057037	CFHR1	ENSG00000244414
ENSMUSG00000057037	RP4-608O15.3	ENSG00000276911
ENSMUSG00000057037	CFHR2	ENSG00000080910
ENSMUSG00000040600	EPS8L3	ENSG00000198758
ENSMUSG00000099574		
ENSMUSG00000074997	PIN1	ENSG00000127445
ENSMUSG00000024043	ARHGAP28	ENSG00000088756
ENSMUSG00000098138		
ENSMUSG00000018698	LHX1	ENSG00000273706
ENSMUSG00000025507	PIDD1	ENSG00000177595
ENSMUSG00000028497	HACD4	ENSG00000188921
ENSMUSG00000020123	AVPR1A	ENSG00000166148
ENSMUSG00000083684		
ENSMUSG00000029328	HNRNPDL	ENSG00000152795
ENSMUSG00000106754		
ENSMUSG00000103102		
ENSMUSG00000049946		
ENSMUSG00000109753		
ENSMUSG00000090003		
ENSMUSG00000003273	CA11	ENSG00000063180
ENSMUSG00000109791		
ENSMUSG00000085254		
ENSMUSG00000027173	DEPDC7	ENSG00000121690
ENSMUSG00000109963		
ENSMUSG00000105925		
ENSMUSG00000110227		
ENSMUSG00000027840	WNT2B	ENSG00000134245
ENSMUSG00000029599	DDX54	ENSG00000123064
ENSMUSG00000082597		
ENSMUSG00000094124	IGHV1-69	ENSG00000211973
ENSMUSG00000094124	IGHV1OR15-9	ENSG00000188403
ENSMUSG00000094124	IGHV1-3	ENSG00000211935
ENSMUSG00000094124	AC136616.3	ENSG00000278782
ENSMUSG00000094124	IGHV1-69-2	ENSG00000280411
ENSMUSG00000094124	IGHV1OR21-1	ENSG00000277282
ENSMUSG00000094124	IGHV1-2	ENSG00000211934
ENSMUSG00000094124	IGHV1-58	ENSG00000211968
ENSMUSG00000094124	IGHV1-18	ENSG00000211945
ENSMUSG00000094124	CH17-212P11.6	ENSG00000282359
ENSMUSG00000094124	IGHV1-45	ENSG00000211961
ENSMUSG00000094124	RP11-294C11.4	ENSG00000281179
ENSMUSG00000094124	IGHV1-24	ENSG00000211950
ENSMUSG00000094124	IGHV1-46	ENSG00000211962
ENSMUSG00000094124	CH17-212P11.5	ENSG00000281990
ENSMUSG00000094124	IGHV1OR15-1	ENSG00000270505
ENSMUSG00000107251		
ENSMUSG00000106726		
ENSMUSG00000091087		
ENSMUSG00000107061		
ENSMUSG00000105669		
ENSMUSG00000111102		
ENSMUSG00000081520		
ENSMUSG00000103684		
ENSMUSG00000108141		
ENSMUSG00000037410	TBC1D2B	ENSG00000167202
ENSMUSG00000081698		
ENSMUSG00000038721	HOXB7	ENSG00000260027
ENSMUSG00000094488	OR1E1	ENSG00000180016
ENSMUSG00000094488	OR1E2	ENSG00000127780
ENSMUSG00000104449		
ENSMUSG00000104406		
ENSMUSG00000108735		
ENSMUSG00000062127	CTTNBP2NL	ENSG00000143079
ENSMUSG00000033177	TMPRSS7	ENSG00000176040
ENSMUSG00000090623		
ENSMUSG00000032968	INHA	ENSG00000123999
ENSMUSG00000078201	TMEM203	ENSG00000187713
ENSMUSG00000107191		
ENSMUSG00000094282	CFAP73	ENSG00000186710
ENSMUSG00000006471	NDOR1	ENSG00000283590
ENSMUSG00000006471	NDOR1	ENSG00000188566
ENSMUSG00000036915	KIRREL2	ENSG00000126259
ENSMUSG00000041625	GGACT	ENSG00000134864
ENSMUSG00000041700	LHFPL1	ENSG00000182508
ENSMUSG00000105355		
ENSMUSG00000059824	DBP	ENSG00000105516
ENSMUSG00000006389	MPL	ENSG00000117400
ENSMUSG00000048647	EXD1	ENSG00000178997
ENSMUSG00000040592	CD79B	ENSG00000007312
ENSMUSG00000104780		
ENSMUSG00000087211		
ENSMUSG00000082745		
ENSMUSG00000082978		
ENSMUSG00000090955		
ENSMUSG00000075463		
ENSMUSG00000100936		
ENSMUSG00000094298		
ENSMUSG00000057342	SPHK2	ENSG00000063176
ENSMUSG00000083050		
ENSMUSG00000110516		
ENSMUSG00000020604	ARSG	ENSG00000141337
ENSMUSG00000081656		
ENSMUSG00000110517		
ENSMUSG00000081890		
ENSMUSG00000094757		
ENSMUSG00000092492		
ENSMUSG00000041594	TMTC4	ENSG00000125247
ENSMUSG00000109360		
ENSMUSG00000031788	KIFC3	ENSG00000140859
ENSMUSG00000076906		
ENSMUSG00000020101	C10orf54	ENSG00000107738
ENSMUSG00000056921	OR1E1	ENSG00000180016
ENSMUSG00000056921	OR1E2	ENSG00000127780
ENSMUSG00000018398	SEPT8	ENSG00000164402
ENSMUSG00000025855	PRKAR1B	ENSG00000188191
ENSMUSG00000059070	RPL18	ENSG00000063177
ENSMUSG00000025437	USP33	ENSG00000077254
ENSMUSG00000078350	SMIM1	ENSG00000235169
ENSMUSG00000087149		
ENSMUSG00000078925		
ENSMUSG00000028608	C1orf123	ENSG00000162384
ENSMUSG00000097388		
ENSMUSG00000097536		
ENSMUSG00000098311		
ENSMUSG00000020610	AMZ2	ENSG00000196704
ENSMUSG00000109109		
ENSMUSG00000103222		
ENSMUSG00000029461	FAM168A	ENSG00000054965
ENSMUSG00000027820	MME	ENSG00000196549
ENSMUSG00000026715	SERPINC1	ENSG00000117601
ENSMUSG00000079528		
ENSMUSG00000070283	NDUFAF3	ENSG00000178057
ENSMUSG00000036242	C14orf37	ENSG00000139971
ENSMUSG00000043088	IL17RE	ENSG00000163701
ENSMUSG00000039315	CLNK	ENSG00000109684
ENSMUSG00000085326		
ENSMUSG00000015401	TMEM27	ENSG00000147003
ENSMUSG00000082967		
ENSMUSG00000041920	SLC16A6	ENSG00000108932
ENSMUSG00000062867	IMPDH2	ENSG00000178035
ENSMUSG00000000690	HOXB6	ENSG00000108511
ENSMUSG00000028996	RBP7	ENSG00000162444
ENSMUSG00000085645		
ENSMUSG00000038700	HOXB5	ENSG00000120075
ENSMUSG00000046908	LTB4R	ENSG00000213903
ENSMUSG00000029028	LRRC47	ENSG00000130764
ENSMUSG00000058581		
ENSMUSG00000083992		
ENSMUSG00000018171	VMP1	ENSG00000062716
ENSMUSG00000056128		
ENSMUSG00000012819	CDH23	ENSG00000107736
ENSMUSG00000110131		
ENSMUSG00000059256	GZMB	ENSG00000100453
ENSMUSG00000109729		
ENSMUSG00000025857	DNAAF5	ENSG00000164818
ENSMUSG00000086866		
ENSMUSG00000070594	CFHR3	ENSG00000116785
ENSMUSG00000070594	CFH	ENSG00000000971
ENSMUSG00000044633		
ENSMUSG00000097936		
ENSMUSG00000058056	PALLD	ENSG00000129116
ENSMUSG00000070464	CCL26	ENSG00000006606
ENSMUSG00000028832	STMN1	ENSG00000117632
ENSMUSG00000004814	CCL24	ENSG00000106178
ENSMUSG00000041650	PCCA	ENSG00000175198
ENSMUSG00000079110	CAPN3	ENSG00000092529
ENSMUSG00000023072	CEP89	ENSG00000121289
ENSMUSG00000039166	AKAP7	ENSG00000118507
ENSMUSG00000029098	ACOX3	ENSG00000087008
ENSMUSG00000040928	S100PBP	ENSG00000116497
ENSMUSG00000005506	CELF1	ENSG00000149187
ENSMUSG00000109166		
ENSMUSG00000108394		
ENSMUSG00000108689		
ENSMUSG00000109019		
ENSMUSG00000105350		
ENSMUSG00000108843		
ENSMUSG00000019966	KITLG	ENSG00000049130
ENSMUSG00000086873		
ENSMUSG00000042390	GATAD2B	ENSG00000143614
ENSMUSG00000107750		
ENSMUSG00000096020	IGHV1-69	ENSG00000211973
ENSMUSG00000096020	IGHV1OR15-9	ENSG00000188403
ENSMUSG00000096020	IGHV1-3	ENSG00000211935
ENSMUSG00000096020	AC136616.3	ENSG00000278782
ENSMUSG00000096020	IGHV1-69-2	ENSG00000280411
ENSMUSG00000096020	IGHV1OR21-1	ENSG00000277282
ENSMUSG00000096020	IGHV1-2	ENSG00000211934
ENSMUSG00000096020	IGHV1-58	ENSG00000211968
ENSMUSG00000096020	IGHV1-18	ENSG00000211945
ENSMUSG00000096020	CH17-212P11.6	ENSG00000282359
ENSMUSG00000096020	IGHV1-45	ENSG00000211961
ENSMUSG00000096020	RP11-294C11.4	ENSG00000281179
ENSMUSG00000096020	IGHV1-24	ENSG00000211950
ENSMUSG00000096020	IGHV1-46	ENSG00000211962
ENSMUSG00000096020	CH17-212P11.5	ENSG00000281990
ENSMUSG00000096020	IGHV1OR15-1	ENSG00000270505
ENSMUSG00000072582	PTRH2	ENSG00000141378
ENSMUSG00000109035		
ENSMUSG00000096546	SMLR1	ENSG00000256162
ENSMUSG00000031787	KATNB1	ENSG00000140854
ENSMUSG00000020284	C21orf2	ENSG00000160226
ENSMUSG00000107029		
ENSMUSG00000034613	PPM1H	ENSG00000111110
ENSMUSG00000064128	CENPJ	ENSG00000151849
ENSMUSG00000031385	PLXNB3	ENSG00000198753
ENSMUSG00000108120		
ENSMUSG00000108042		
ENSMUSG00000029647	PAN3	ENSG00000152520
ENSMUSG00000085423		
ENSMUSG00000030056	ISY1-RAB43	ENSG00000261796
ENSMUSG00000030056	ISY1	ENSG00000240682
ENSMUSG00000111606		
ENSMUSG00000026822	LCN2	ENSG00000148346
ENSMUSG00000060594	LAYN	ENSG00000204381
ENSMUSG00000110475		
ENSMUSG00000110917		
ENSMUSG00000110428		
ENSMUSG00000026341	ACTR3	ENSG00000115091
ENSMUSG00000083127		
ENSMUSG00000045591	OLIG3	ENSG00000177468
ENSMUSG00000032057	C11orf88	ENSG00000183644
ENSMUSG00000076907		
ENSMUSG00000068180		
ENSMUSG00000001027	SCN4A	ENSG00000007314
ENSMUSG00000032056	BTG4	ENSG00000137707
ENSMUSG00000026111	UNC50	ENSG00000115446
ENSMUSG00000040506	AMBRA1	ENSG00000110497
ENSMUSG00000032023	C11orf63	ENSG00000109944
ENSMUSG00000104548		
ENSMUSG00000104822		
ENSMUSG00000104546		
ENSMUSG00000105710		
ENSMUSG00000038692	HOXB4	ENSG00000182742
ENSMUSG00000032077	BUD13	ENSG00000137656
ENSMUSG00000081070		
ENSMUSG00000032375	APH1B	ENSG00000138613
ENSMUSG00000101537		
ENSMUSG00000111621		
ENSMUSG00000111346		
ENSMUSG00000026655	FAM107B	ENSG00000065809
ENSMUSG00000109133		
ENSMUSG00000111484		
ENSMUSG00000108846		
ENSMUSG00000041688	AMOT	ENSG00000126016
ENSMUSG00000076908		
ENSMUSG00000062874		
ENSMUSG00000107928		
ENSMUSG00000051747	AC010680.1	ENSG00000283186
ENSMUSG00000051747	TTN	ENSG00000155657
ENSMUSG00000108064		
ENSMUSG00000103061		
ENSMUSG00000053783	C17orf97	ENSG00000187624
ENSMUSG00000030055	RAB43	ENSG00000172780
ENSMUSG00000063145	RP11-724O16.1	ENSG00000251569
ENSMUSG00000063145	BBS5	ENSG00000163093
ENSMUSG00000085205		
ENSMUSG00000048126	COL6A3	ENSG00000163359
ENSMUSG00000080703		
ENSMUSG00000076909		
ENSMUSG00000075588		
ENSMUSG00000086685		
ENSMUSG00000096119		
ENSMUSG00000076910		
ENSMUSG00000048763	HOXB3	ENSG00000120093
ENSMUSG00000085044		
ENSMUSG00000030232	AEBP2	ENSG00000139154
ENSMUSG00000060988	GALNT13	ENSG00000144278
ENSMUSG00000055061		
ENSMUSG00000110902		
ENSMUSG00000081769		
ENSMUSG00000087407		
ENSMUSG00000020846	RFLNB	ENSG00000183688
ENSMUSG00000083083		
ENSMUSG00000075589		
ENSMUSG00000105179		
ENSMUSG00000074994	QSER1	ENSG00000060749
ENSMUSG00000029348	ASPHD2	ENSG00000128203
ENSMUSG00000084844		
ENSMUSG00000104542		
ENSMUSG00000042594	SH2B3	ENSG00000111252
ENSMUSG00000108179		
ENSMUSG00000047104	PEBP1	ENSG00000089220
ENSMUSG00000028392	BSPRY	ENSG00000119411
ENSMUSG00000073012		
ENSMUSG00000076911		
ENSMUSG00000108276		
ENSMUSG00000030510	CERS3	ENSG00000154227
ENSMUSG00000107768		
ENSMUSG00000092429		
ENSMUSG00000106924		
